"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3102","i shouldn’t be up this late with the flu doing stupid shit be here we are once again https://t.co/mWJzTHuWqq",FALSE,0,NA,2019-03-07 09:14:16,FALSE,NA,"1103584641108361216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DoodleBobBillie",0,FALSE,FALSE,NA,NA
"3103","@silverpebble Sending very best wishes, Emma.  I think that energy-sapping flu really compounds a bad trough - just… https://t.co/GtR0kdYQ4M",FALSE,0,"silverpebble",2019-03-07 09:14:10,TRUE,"1103554924594561026","1103584613937627136","245402039","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CBridgwaterRees",0,FALSE,FALSE,NA,NA
"3108","@JoyboySj @Barlie40 @lange69 @funkymickie @custardtop @tinysuz @is_cam_24 @aphammer @jeannettejowsey I'm good thank… https://t.co/aqWhUoBbI1",FALSE,0,"JoyboySj",2019-03-07 09:12:11,TRUE,"1103583583099408385","1103584114630901763","3037212455","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeeDee1st5",0,FALSE,FALSE,NA,NA
"3110","The RAF team was man short due to influenza felling South African Eugen Norgarb; 'Their passing was haphazard and m… https://t.co/etIslWY56t",FALSE,0,"GreatWarRugby",2019-03-07 09:11:52,TRUE,"1103584028328935424","1103584034263846917","382511638","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GreatWarRugby",1,FALSE,FALSE,NA,NA
"3111","...and I thought the flu was the worst thing I got today.",FALSE,0,NA,2019-03-07 09:11:34,FALSE,NA,"1103583962662809600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nugraharyadi",0,FALSE,FALSE,NA,NA
"3112","It might be a little early to pull out your winter clothes, but Sydney doctors are already urging us to get the flu… https://t.co/7SogzIUWfA",FALSE,0,NA,2019-03-07 09:11:00,TRUE,NA,"1103583817363677185",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","10NewsFirstSyd",1,FALSE,FALSE,NA,NA
"3113","I really can‘t seem to get healthy again? This fucken flu is tiring and I‘m going to HK next week <U+0001F5FF>",FALSE,5,NA,2019-03-07 09:10:56,FALSE,NA,"1103583801400328193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JennyferFox_",0,FALSE,FALSE,NA,NA
"3114","Children born to women who had a severe #infection during #pregnancy, such as #sepsis, #flu or #pneumonia, show an… https://t.co/r176GUV7V9",FALSE,2,NA,2019-03-07 09:10:50,TRUE,NA,"1103583778197463040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vaccinologist",1,FALSE,FALSE,NA,NA
"3116","FutureDanger Indicator: FLU DEATHS MENACINGLY MOUNT
HeatMap Column 4&gt; https://t.co/RdrgMFQLwS
 #FluDeaths… https://t.co/LvCawcCJti",FALSE,0,NA,2019-03-07 09:10:01,TRUE,NA,"1103583571552296960",NA,"<a href=""http://www.futuredanger.com/"" rel=""nofollow"">Unveilings FutureDanger App</a>","FD_Unveilings",0,FALSE,FALSE,NA,NA
"3117","Nigger behind me smelling like flu and u busy udonsa amafinyela...<U+0001F629><U+0001F629>",FALSE,0,NA,2019-03-07 09:09:58,FALSE,NA,"1103583557002452994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Phlash_Muso",0,FALSE,FALSE,NA,NA
"3118","got absolutely zero sleep last night and I’m pretty certain I’ve come down with a spot of flu :)))) not like I coul… https://t.co/GR4cNIuPcQ",FALSE,0,NA,2019-03-07 09:09:29,TRUE,NA,"1103583437666086912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aya_lmao",0,FALSE,FALSE,NA,NA
"3120","@MilspecP @EstefaniaRobin2 I think this is why they are pushing mandatory vaccinations, flu shots will be next... t… https://t.co/FqgP2K2O5M",FALSE,11,"MilspecP",2019-03-07 09:09:17,TRUE,"1103482307346874369","1103583387602874369","1047862035751559169","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cyal8er3",5,FALSE,FALSE,NA,NA
"3122","4th day bed bound, I’ve never had flu quite like it <U+0001F643> #headloss",FALSE,0,NA,2019-03-07 09:08:45,FALSE,NA,"1103583251476762624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lewdog17",0,FALSE,FALSE,NA,NA
"3126","@AngryBritain #AngryOClock I have man flu and may possibly die before the sun goes down.",FALSE,0,"AngryBritain",2019-03-07 09:06:34,FALSE,"1103582374896562177","1103582704019390464","15589307","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScottJonesLDN",1,FALSE,FALSE,NA,NA
"3127","@aboutreed @AlexMLeo @YousefMunayyer @jack *Personal* anecdotes about *flu* shots in no way discredits vaccines aga… https://t.co/Sq09CD4TyU",FALSE,0,"aboutreed",2019-03-07 09:06:12,TRUE,"1103581852919447552","1103582608569581573","21175021","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jnd4588",0,FALSE,FALSE,NA,NA
"3130","@silverpebble Get better!  Flu jab next year?  I bit the bullet and did it this year.  Was commuting a lot.",FALSE,0,"silverpebble",2019-03-07 09:05:47,FALSE,"1103215227129286656","1103582504727007232","245402039","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melliebuse",0,FALSE,FALSE,NA,NA
"3131","When the man flu starts to take hold, but you don't have time for it! #manflu #lemsip #vitC #Zinc #coffee #sick… https://t.co/QnDg80IAAy",FALSE,4,NA,2019-03-07 09:05:43,TRUE,NA,"1103582488318881792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gavbon86",0,FALSE,FALSE,NA,NA
"3133","08 ms teamG GundamWar in the flu game 12s <U+0001F602>&amp; Knuckles.",FALSE,0,NA,2019-03-07 09:05:25,FALSE,NA,"1103582412704006144",NA,"<a href=""https://twitter.com/Knives56k"" rel=""nofollow"">knife bot</a>","metalknives56k",0,FALSE,FALSE,NA,NA
"3134","New study discovers entirely new infection route for influenza A viruses...",FALSE,0,NA,2019-03-07 09:05:09,FALSE,NA,"1103582347629346816",NA,"<a href=""http://www.medicalnewser.com"" rel=""nofollow"">Medicalnewser.com</a>","medicalnewser",0,FALSE,FALSE,NA,NA
"3140","@CommissionerSMC  MAIN REASON OF INCREASE IN LUNGS DESEASE LIKE VIRAL FLU, PNEUMONIA IN OLD SURAT CITY AREA IS DAMA… https://t.co/Xmo5EPOxgm",FALSE,0,"CommissionerSMC",2019-03-07 09:03:32,TRUE,NA,"1103581938713997312","809384064956452864","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rayoman_Ilavia",0,FALSE,FALSE,NA,NA
"3141","@jnd4588 @AlexMLeo @YousefMunayyer @jack That’s right. I’ve never had a flu shot. Can’t remember the last time I wa… https://t.co/hdse9lwb9W",FALSE,0,"jnd4588",2019-03-07 09:03:11,TRUE,"1103580933905620992","1103581852919447552","728708455486251008","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aboutreed",0,FALSE,FALSE,NA,NA
"3142","These days I have been really busy and yesterday I’ve got flu so yeah... I’ll try to be more actuve the next days <U+26B0><U+FE0F>",FALSE,0,NA,2019-03-07 09:03:10,FALSE,NA,"1103581846212931584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xingmi_xback",0,FALSE,FALSE,NA,NA
"3147","In 2016 #CDC Acknowledged that ""Nasal Spray"" #Flu #Vaccine Did Not Work &amp; Should Not Be Used… https://t.co/Y4oYBmZRRe",FALSE,4,NA,2019-03-07 09:01:23,TRUE,NA,"1103581396520628224",NA,"<a href=""http://ViraBurnayeva.com"" rel=""nofollow"">Vaccines and Homeopathy News</a>","ViraBurnayeva",4,FALSE,FALSE,NA,NA
"3148","Love, Flu https://t.co/W9X9Upnt4Q",FALSE,0,NA,2019-03-07 09:00:59,FALSE,NA,"1103581296478031872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DAGGER_DICKK",0,FALSE,FALSE,NA,NA
"3149","Influenza vaccination is safe in #pediatric #kidney #transplant recipients and should  be encouraged to protect  th… https://t.co/MacL9tghNH",FALSE,6,NA,2019-03-07 09:00:54,TRUE,NA,"1103581274403471360",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","drive_eu",2,FALSE,FALSE,NA,NA
"3150","Did you know common infections such as colds, flu, some sore throats, most coughs and some ear infections are often… https://t.co/T5cRuVHYSf",FALSE,0,NA,2019-03-07 09:00:40,TRUE,NA,"1103581217226702848",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NHSEnglandMidE",0,FALSE,FALSE,NA,NA
"3151","I hate the flu",FALSE,0,"HintoRhapsody",2019-03-07 09:00:33,FALSE,"1103581090718146560","1103581189317767168","632799961","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HintoRhapsody",0,FALSE,FALSE,NA,NA
"3153","These Researchers Are Using Artificial Intelligence to Make a Better Flu Vaccine - TIME

Read more here:… https://t.co/aOo1KeJeAN",FALSE,16,NA,2019-03-07 08:59:22,TRUE,NA,"1103580889718706176",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","IainLJBrown",13,FALSE,FALSE,NA,NA
"3154","Another happy client suffering from fatigue after a nasty flu.    

""Well how much better did I feel this afternoon… https://t.co/l0JiPbMtKT",FALSE,0,NA,2019-03-07 08:59:21,TRUE,NA,"1103580885880893441",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LisaJCollins",0,FALSE,FALSE,NA,NA
"3156","@dorkofcork Likewise Friend, and ye the Flu definitely sucks. My wife and daughters all had so it was a matter of t… https://t.co/xeN794c336",FALSE,0,"dorkofcork",2019-03-07 08:59:12,TRUE,"1103578987962531840","1103580849264455680","3224708042","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IAMBATMANakaBr1",0,FALSE,FALSE,NA,NA
"3159","CHECK it out! 
So much hatred for Lemsip in my messages last night, I’m so glad you all feel me! Sending my husband… https://t.co/kVbOZXO81Q",FALSE,0,NA,2019-03-07 08:58:48,TRUE,NA,"1103580746738999296",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","nicoleocran",0,FALSE,FALSE,NA,NA
"3160","My memory of 2009 was that it was a fascinating process with lots of people doing valuable analyses of the data wee… https://t.co/w41gAvv228",FALSE,1,"arambaut",2019-03-07 08:58:34,TRUE,"1103577778300030976","1103580688677306368","331202983","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","arambaut",0,FALSE,FALSE,NA,NA
"3161","@SaevaDolor » when the god asks him about being good, gaze immediately lifting as Jayson nods without a second thou… https://t.co/uYHctcNmUj",FALSE,0,"psychosiskilIer",2019-03-07 08:58:29,TRUE,"1103579757675896832","1103580669781794816","932611731343343616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","psychosiskilIer",0,FALSE,FALSE,NA,NA
"3163","This past few days me and my son has been sick. I got only fever and headache, but unfortunately my son got the who… https://t.co/4H9FiW3iGP",FALSE,0,NA,2019-03-07 08:57:59,TRUE,NA,"1103580544107896832",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mooq_leez",0,FALSE,FALSE,"101.90917969","2.85526278"
"3166","WHY is this ok?? This needs to stop!! // Scientists Resume Efforts To Create Deadly Flu Virus, With US Government's… https://t.co/bp1xl02qUE",FALSE,0,NA,2019-03-07 08:57:09,TRUE,NA,"1103580331003834373",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joellem",0,FALSE,FALSE,NA,NA
"3168","Part two comment for other sona
1) Sona Name: Vix
Real life nickname. Started as Vicks because i was a cold/flu pro… https://t.co/eSiBMyt4Z9",FALSE,0,"TigerWolfVix",2019-03-07 08:56:35,TRUE,"1103579141209837568","1103580190448459776","140528421","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TigerWolfVix",0,FALSE,FALSE,NA,NA
"3169","I feel like I’m getting the flu or some shit i feel horrible right now",FALSE,0,NA,2019-03-07 08:55:57,FALSE,NA,"1103580030498734081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ILove_Kereia",0,FALSE,FALSE,NA,NA
"3170","Swine flu on decline: Delhi Hospitals – Times of India https://t.co/UE50Jjqo8p",FALSE,0,NA,2019-03-07 08:55:00,FALSE,NA,"1103579793667342336",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","delhiinformer",0,FALSE,FALSE,NA,NA
"3171","Send help. Currently dying of Flu. https://t.co/iksXVLdCMo",FALSE,11,NA,2019-03-07 08:54:38,FALSE,NA,"1103579701359058945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sisipho_Ndamase",0,FALSE,FALSE,NA,NA
"3173","Prevention Is Better Than Cure
H1N1 Influenza (SWINE FLU) has become so Hazardous that it resulted in so many death… https://t.co/5FXunmjBUp",FALSE,3,NA,2019-03-07 08:52:55,TRUE,NA,"1103579267273760768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Apollomedics",1,FALSE,FALSE,NA,NA
"3174","@cody_macc No conspiracy.  It's a mixture of chemicals and other garbage mixed with 3 types of the influenza virus <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F>",FALSE,0,"cody_macc",2019-03-07 08:52:54,FALSE,"1103553132473114625","1103579261422784512","2294772944","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kazoeee",0,FALSE,FALSE,NA,NA
"3175","Ok this flu can fuck off already. Making me lose sleep &amp; shit. Smh.",FALSE,1,NA,2019-03-07 08:52:44,FALSE,NA,"1103579222482796544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tkhydes",0,FALSE,FALSE,NA,NA
"3177","@IAMBATMANakaBr1 I am honored to have you follow me BatMan, thanks for following along. 
I’m sorry you have the flu… https://t.co/8ehq3mpjV5",FALSE,2,"IAMBATMANakaBr1",2019-03-07 08:51:48,TRUE,"1103363247661412352","1103578987962531840","1091806626837745664","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dorkofcork",1,FALSE,FALSE,NA,NA
"3178","Ayurvedic Remedies To Prevent Swine Flu!!
https://t.co/y0tAAZDw8u",FALSE,0,NA,2019-03-07 08:51:37,FALSE,NA,"1103578938914324480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BirlaAyurveda",0,FALSE,FALSE,NA,NA
"3179","Only I would end up with the flu before my day off <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>",FALSE,0,NA,2019-03-07 08:51:22,FALSE,NA,"1103578877945880577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Latoya_Samantha",0,FALSE,FALSE,NA,NA
"3180","Oh, no, I think I caught Bear's flu. I'd like to keep y'all updated on how I'm doing and whether I'll stream each d… https://t.co/ayA079BPhj",FALSE,0,NA,2019-03-07 08:50:23,TRUE,NA,"1103578628619677696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RainyWraith",0,FALSE,FALSE,NA,NA
"3182","Who ever has given me this flu i hope your happy with your work fucking dieing here <U+0001F62B><U+0001F927><U+0001F637><U+0001F922>",FALSE,0,NA,2019-03-07 08:50:11,FALSE,NA,"1103578580812992512",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dico34",0,FALSE,FALSE,NA,NA
"3183","Who ever has given me this flu i hope your happy with your work fucking dieing here <U+0001F62B><U+0001F927><U+0001F637><U+0001F922> https://t.co/PTLqJZk3hL",FALSE,0,NA,2019-03-07 08:50:10,FALSE,NA,"1103578574026625024",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dico34",0,FALSE,FALSE,NA,NA
"3184","One of the only reason u catch the flu after u get the shot is because u already had it the symptoms jus ain’t show yet <U+0001F937><U+0001F3FE><U+200D><U+2642><U+FE0F>",FALSE,0,NA,2019-03-07 08:50:02,FALSE,NA,"1103578540560273408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TooSmooth_Eli",0,FALSE,FALSE,NA,NA
"3185","Hope this is just a flu",FALSE,0,NA,2019-03-07 08:49:27,FALSE,NA,"1103578395936317440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luqmanhafyfy",0,FALSE,FALSE,NA,NA
"3186","ugh i have the flu and i just woke up and feel so nauseous PRAY FOR ME",FALSE,2,NA,2019-03-07 08:49:27,FALSE,NA,"1103578393382141953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uflxwerufeast",0,FALSE,FALSE,NA,NA
"3187","Hello you all !!!! Guess it’s my last day on Earth today , lol!! Fucking flu finally got me . I was the last resist… https://t.co/916CL6r0fM",FALSE,9,NA,2019-03-07 08:49:01,TRUE,NA,"1103578284326035457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","witch66fr",1,FALSE,FALSE,NA,NA
"3189","I HAVE THE FUCKING FLU AND JUST SCREAMED fucking god damn lucio OH MY GOD https://t.co/JKZHFmpA55",FALSE,0,NA,2019-03-07 08:48:10,FALSE,NA,"1103578071725006848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatdanDeni",0,FALSE,FALSE,NA,NA
"3191","@getemjcnw Work, school, flu, equipment failure, my low self esteem <U+0001F602>",FALSE,2,"getemjcnw",2019-03-07 08:47:40,FALSE,"1103434916958597122","1103577945887641600","3001510998","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whereisrussian",0,FALSE,FALSE,NA,NA
"3193","In 2 months, 3 die of swine flu at civil hospital - Times of India https://t.co/PxmIczvhS5 #Nashik",FALSE,0,NA,2019-03-07 08:47:21,FALSE,NA,"1103577868137910273",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","hashnashik",0,FALSE,FALSE,NA,NA
"3194","92 Percent Failure Rate, so Why Do Doctors Swear by It? https://t.co/GWHD33qsuC",FALSE,0,NA,2019-03-07 08:47:15,FALSE,NA,"1103577841952800768",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Queen_Makeda",0,FALSE,FALSE,NA,NA
"3195","so I'm in a different country and I needed to take a flu shot 
they fucking don't stick it in your arm they stick i… https://t.co/32ffUD7vSU",FALSE,0,NA,2019-03-07 08:47:07,TRUE,NA,"1103577807190405121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noimnotjosh_",0,FALSE,FALSE,NA,NA
"3196","I have the flu and it better go away by 4p tomorrow because I work at 5 <U+0001F612>",FALSE,1,NA,2019-03-07 08:47:03,FALSE,NA,"1103577791537270784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SophiaaaaNicole",0,FALSE,FALSE,NA,NA
"3201","@taofeeq_NG You can start creating some, just have a good enough defence for it to and use big grammar to bamboozle… https://t.co/ShwlJkAerS",FALSE,0,"taofeeq_NG",2019-03-07 08:46:24,TRUE,"1103576822053306368","1103577628014010368","927662862415417344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theEhigbai",0,FALSE,FALSE,NA,NA
"3209","Infographic: Virus and Neurodegeneration
https://t.co/NcA08Q0Bzf https://t.co/NcA08Q0Bzf",FALSE,0,NA,2019-03-07 08:45:17,FALSE,NA,"1103577344353230848",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","y_SSN",0,FALSE,FALSE,NA,NA
"3211","Flu Remedies That Might Actually Get You Out Of Your Misery! - HTV https://t.co/EXUT1Y34hl",FALSE,0,NA,2019-03-07 08:45:04,FALSE,NA,"1103577290313777152",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","htvpk",1,FALSE,FALSE,NA,NA
"3212","VACCINATIONS SAVES LIVES!!!

Clinic One - A Complete Vaccination Center

#vaccination #vaccinationinkathmandu https://t.co/2IUmBKdbVN",FALSE,0,NA,2019-03-07 08:45:01,FALSE,NA,"1103577279295381504",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Cliniconektm",0,FALSE,FALSE,NA,NA
"3215","The larger your social circle the more chance of bugs as goes from person to person through the workplace.
Had the… https://t.co/DwvuaigohS",FALSE,0,NA,2019-03-07 08:44:08,TRUE,NA,"1103577058993729536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_Casper2019",0,FALSE,FALSE,NA,NA
"3216","Flu Still Spreading: High levels in 33 States
HeatMap Column 4&gt; https://t.co/1eP0jmhTwq
 #FluDeaths #FutureDanger… https://t.co/PkgQ8GnKsl",FALSE,0,NA,2019-03-07 08:44:01,TRUE,NA,"1103577029029486593",NA,"<a href=""http://www.futuredanger.com/"" rel=""nofollow"">Warning FutureDanger App</a>","FD_SHTFWarning",0,FALSE,FALSE,NA,NA
"3217","I haven't been able to work all week.. we love the flu !!!! Making me all broke and stuff",FALSE,2,NA,2019-03-07 08:43:36,FALSE,NA,"1103576924016857088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justin_barnettt",0,FALSE,FALSE,NA,NA
"3218","Joe Rogan FREAKED OUT by Spanish Flu Fact https://t.co/eD2FHmlIVo via @YouTube",FALSE,0,NA,2019-03-07 08:43:11,FALSE,NA,"1103576818999803904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TinFoilKufi",0,FALSE,FALSE,NA,NA
"3219","Earlier miss iman asked me “u demam ke?” I say no just flu cough je but her face shows “really? U sure?” rn my body… https://t.co/b3dX9acJyJ",FALSE,0,NA,2019-03-07 08:43:01,TRUE,NA,"1103576774665891842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alpcdzs",0,FALSE,FALSE,NA,NA
"3221","@Dianesworld1 @dianasoer @Holly_d_1986 @Emmalaalaaa @duffy74_ @Danny210684 @lilyrocku2 @bama2twins @michellenorthco… https://t.co/2jEAq5iQDl",FALSE,3,"Dianesworld1",2019-03-07 08:42:44,TRUE,"1103574002679844864","1103576703048261632","430163263","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","witch66fr",0,FALSE,FALSE,NA,NA
"3223","Scientists Resume Efforts To Create Deadly Flu Virus, With US Government's Blessing https://t.co/ivs01bkLTe",FALSE,0,NA,2019-03-07 08:41:56,FALSE,NA,"1103576503768494081",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","laurarmroberts1",0,FALSE,FALSE,NA,NA
"3225","Noni has traditionally been used for colds, flu, diabetes, anxiety, and high blood pressure, as well as for depress… https://t.co/njABjOoelw",FALSE,0,NA,2019-03-07 08:41:51,TRUE,NA,"1103576481840746497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vincecairo",0,FALSE,FALSE,NA,NA
"3226","My coworker didn't come today so I have to do overtime for her this suuuuuucks because my throat is practically k*l… https://t.co/tZfgUZPY6m",FALSE,1,NA,2019-03-07 08:41:40,TRUE,NA,"1103576437712285697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gwilymay",0,FALSE,FALSE,NA,NA
"3229","I took too much cold and flu and hay fever is acting up lol",FALSE,0,NA,2019-03-07 08:40:47,FALSE,NA,"1103576212914487296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shannon_Lucy157",0,FALSE,FALSE,NA,NA
